书名,简介,标签,链接,作者,类型,字数,完结状态,积分,发表时间,文案
白日提灯,四百岁鬼王少女的第二十三次艳遇,强强 灵异神怪 天作之合 相爱相杀 轻松,http://www.jjwxc.net/onebook.php?novelid=5458205,黎青燃,原创-言情-架空历史-爱情-女主,385675,完结,2037091840,2021-06-01 09:00:00,"——实体书已出版———贺思慕在战场上捡人吃，没成想被人捡回去了。捡她回去的那位少年将军似乎把她当成了战争遗孤弱质女流，照拂有加。贺思慕于是尽职尽责地扮演着弱女子——哎呀血！我最怕血了，我见血就晕——水盆好重我力气好小，根本端不动——你们整天打打杀杀，好可怕哦暗恋小将军的女武将气道：“段哥哥才不喜欢你这样娇滴滴的姑娘！”贺思慕一偏头：“是么？”某日少年将军在战场上马失前蹄，被人阴了。肩不能挑手不能提见血就晕的贺思慕松松筋骨，燃起一盏鬼灯：“让我来看看谁敢欺负我们家段将军，段小狐狸？”段胥想过，他不该去招惹鬼王。他花了好几个月的时间才知道她的真名叫贺思慕。但是或许他用一生的时间，都不能让她在她四百年漫长的生命中，记住他的名字。“我叫段胥，封狼居胥的胥。”——————日常装柔弱超强鬼王女主*狡诈专兵少年将军男主 结局HE入V公告：本文将于7月10日周六入V,届时三更，请大家继续支持~~~预收文《魇师》叶悯微失忆了。她听说自己是昆吾山上无所不能的白胡子老头神仙；她是梦墟大劫后续百家术、成天下长，被所有仙门奉为尊师的万象之宗；她是大逆不道，包藏祸心，有意窃取百家术法，危害人间的魔头。她还听说“叶悯微”和另一位宗师——梦墟主人巫先生曾共创魇修之法，之后却莫名决裂，变成了宿敌。巫先生失踪十余年，据说是死在她手里了。--那传闻中被她“杀死”的宿敌明明活得好好的，还拎着她的衣襟骂道：“叶悯微！你魇修失败，现在一没记忆二没修为，你魇兽还是满世界乱窜的大肥羊，这个风口浪尖的你下山找死吗？”叶悯微：“你好像很关心我。”巫恩辞：“……这是重点吗？”叶悯微：“我听说我们已经绝交了，现在是敌人。”巫恩辞：“你去死吧，叶悯微！”叶悯微：“你现在放手，我掉下去就死了。”巫恩辞提着她的衣襟，把她移到安全的地方放下。叶悯微：“你这个人自相矛盾，非常奇怪。”巫恩辞：“闭嘴吧你。”叶悯微：“但是你真是大美人。”巫恩辞：“……你再多说两句。”——————天机十分，我要算到九分，唯余一分，我敬之为神。我乃世间烟霞侣，为君一步入红尘——————一心科研修真界大佬女主*白天弱如狗夜晚无敌手纵梦师男主朋友九月谷雨老师的耽美（划重点）文《摄政王深得朕心》开坑了！囤稿丰厚、文笔上佳、情节烧脑，欢迎收藏！"
最红谐星[娱乐圈],在一群偶像派中谐星出道,豪门世家 娱乐圈 甜文 轻松 沙雕,http://www.jjwxc.net/onebook.php?novelid=4451876,马户子君,原创-纯爱-近代现代-爱情-主受,551632,完结,5654136320,2020-02-19 16:30:27,■同名广播剧@猫耳FM 已上线。■下本：《穿成反派的我靠沙雕苟活》--闷骚对明骚，沙雕对着骚--（作话有沙雕剧场，别屏蔽啦~）富二代容钰珩被父亲扫地出门，只能偷偷跑去参加海选打算出道。海选阶段自述时刻。主持人：“请简述你的经历。”容钰珩：“我的前半生，活得就像个笑话。”观众：“他一定有着悲惨而不可告人的过去！”晋级赛上，容钰珩凭着一身骚本事混得风生水起，在一群偶像派中，谐星出道。观众：“……原来是这种笑话！”娱乐圈顶流温择琤，年少出道，斩获三金，一路星光璀璨。业界有云：稳重严谨温择琤，冷淡自持无绯闻。海选舞台上两人第一次共舞。容钰珩满口骚话：“温老师，燥起来！翘高点，你会的吧！”温择琤：“......”=========某年某日月黑风高。温择琤：“翘高点，你会的吧？”容钰珩：“......”呜呜呜。*非典型娱乐圈、进来图个开心本文沙雕即是正义，逻辑自成体系，死抠大可不必*全员沙雕，偶有奇怪配角都是工具人，无虐无狗血！*闷骚攻X明骚受，甜度高，1v1*无任何原型，作者不混圈不追星，勿带入，感谢～———————————专栏—————————————*接档预收：《穿成反派的我靠沙雕苟活》【本是想苟活，结果浪翻车】苏徊意穿成了一本豪门斗争小说里的同名恶毒养子。原身从小被苏家收养，美丽皮囊，蛇蝎心肠，三番五次作妖企图迫害兄长独吞家业。苏徊意穿过去时恰逢原身首次作妖。他从大哥苏持床底爬出来，抬头就和后者面面相觑。苏持目光沉沉：“你在这里做什么？”苏徊意腼腆低头：“……想给你一个惊喜。”*苏持作为苏家长子，既要打点家业，又要带好下面几个弟弟。本打算给那个居心叵测的养弟找点茬，让他知道苦海无边，回头……苏徊意：全靠浪.jpg苏持：……为求自保，苏徊意整天骚到没边，却没发现兄长们看他的眼神逐渐变味了。——————————————心机擅伪装骚操作攻x外浪内怂迟钝骚话受
你打算萌死我吗[快穿],全动物世界都爱我,幻想空间 快穿 大冒险 萌宠 轻松,http://www.jjwxc.net/onebook.php?novelid=5291078,莫如归,原创-纯爱-幻想未来-爱情-主受,1470000,完结,2884007680,2020-11-20 13:33:33,实体书第一册《你打算萌死我吗：极地王者》将于【8月14日七夕节晚7点预售】，含新增番外。享学、万购、博库、天宇、风入松的TB店铺，以及当当、京东均有销售。具体信息详见WB@书田文化。　　[正文完结/基情版动物世界/甜萌治愈/猛男必看]    乔七夕有一天醒来发现自己穿成了北极熊，而他只不过是对隔壁的受伤熊哥多照顾了点，对方看他的眼神就不一样了起来。　　基……基熊？　　后来他发现自己的猜测是对的，靠，专家说动物界多基佬，果然诚不欺他！　　而这样的遭遇不止一次。　　后来不管他是穿成狮子、老虎、豹子……都会被同性盯上。　　甚至是穿成公孔雀，也会有公孔雀对他开屏起舞求欢，淦。　　乔七夕困扰吗？　　不，他很享受大佬的投喂。　　1V1，动物版快穿，诡异甜萌文~    接档文《凶猛的监护者们》：幻想生物合集，有人鱼，羽族，魅魔血族等等。　
将错就错,认错男朋友的我，只好换了新男友,都市 阴差阳错 天之骄子 甜文 轻松,http://www.jjwxc.net/onebook.php?novelid=5488874,红刺北,原创-言情-近代现代-爱情-女主,363666,完结,5390572544,2022-03-15 06:00:00,       前排播报：本文《将错就错》已在猫耳fm开播广播剧！！！大家感兴趣可以去听啦！！！        半年前程琉交了一个男朋友，可惜她工作太忙，需要到处跑，除了能给钱，根本没时间陪男友，导致男友在电话内抱怨他们感情淡了。　　 程琉：好像感情没那么浓吧？　　 不过为了培养这段感情（维持非单身狗身份），程琉还是决定提前回来，并在微信中暗示自己什么时候回来，自认为对方能明白。　　到飞机落地那天，程琉在出口扫了一圈，果然在人群中见到长身玉立的大帅哥。　　没错了，一定是她男朋友。就是这么长时间没见，感觉更好看了，站在人群中整个人好看的能发光。　　程琉上前，接过他手中的铃兰花：“回去了。”　　……　　几天后，程琉带着男朋友去买东西，路上撞见一对亲亲热热的男女，对方见到她一慌，瞬间松开女方的手，随后质问她：原来大半年不出现，是劈了腿。　　当事人程琉：“？？？”预收文名：《长央》文案：合欢宗大弟子白长央做了个预知梦，将来自己会遇上一位男修，两人情投意合，可惜对方早年身中奇毒，命不久矣。           幸好她功法特殊，可引心血作引成药。将人救回来后，对方愈发温柔深情，一腔情意掩都掩不住。           然后……白长央醒了。　　    她睁着眼睛躺在床上，想起梦中解药的名字，无声骂了句脏话。　       合欢宗弟子只要练到那层境界便知道，秘药好是好，唯独有个恶心人的副作用，毒解后会转换心中喜恶。          若献心血者是中毒者喜欢的人，解毒后，喜欢便会成为厌恶，反之亦然。          想起对方解毒后不改的深情。　　   白长央：好的，知道了，此人乃死敌。
穿成假少爷后我爆红了,我好穷，我装的,娱乐圈 甜文 穿书 爽文 轻松 HE,http://www.jjwxc.net/onebook.php?novelid=5127507,风华如故,原创-纯爱-近代现代-爱情-主受,766684,完结,4331561984,2021-10-26 08:00:00,新文《龙傲天复仇名单里的路人甲》已开。喜欢的大大可以点进作者专栏第一篇看看~林烟然穿书了，穿成个一穷二白的漂亮炮灰。炮灰不仅无脑，还是个豪门假少爷。因为欺负主角真少爷，被豪门养父母踢出家门后惨遭各种打脸，最后惨死。全娱乐圈都把他当成一个笑话。　林烟然穿过来时，真少爷万千宠爱，风光无限。而穷的快要吃不上饭的他，却被观众嫌弃，让赶紧滚出娱乐圈。　　看着铺天盖地的谩骂和银行卡里已经见底的余额，林烟然淡然一笑。　　选秀综艺观众骂他是废物。概念舞台立刻整活，视频出圈爆上热搜。脑力综艺观众嫌他智商低。导演被他吓哭，求他别再报出正确答案。旅游综艺观众不想看到他。一曲古筝清新脱俗，白衣飘飘宛如谪仙，馋哭国际友人。观众：谢谢，打脸真香！一直逆风翻盘，坚决不让自己惨死的林烟然，却怎么也没想到，某天会被一位贵妇温柔的拥抱在怀里。对方神情激动，泪流满面：“儿子！妈妈终于找到你了！”林烟然：？？？？直到被生母接回家中，他才得知，自己的真实身份，竟是豪门在逃小少爷！　  *　被认回豪门后，家人心疼林烟然之前的经历，对他宠爱有加。某天，他因为穿了件旧白T，骑了个自行车在路边摊嗦粉，被黑粉嘲上热搜。　然后他的微信立刻响了——　爸爸：宝贝我给你买了辆代步车代步车的名字是劳斯莱斯幻影。妈妈：宝贝对不起，这个月忘给你打生活费了。短信提示：您的账户到账20000000元哥哥：哪家公司天天买热搜黑你？　　林烟然：？？　*不久后，林烟然豪门身份意外曝光。黑粉嫉妒不已，声称他人品超差，除了钱一无所有，圈内没人喜欢他。于是某日，一档综艺正在直播。节目组要求每个明星拿出手机，现场给通讯录里第一个明星朋友打突袭电话。其余明星纷纷完成，唯独林烟然看着手机迟迟没有动静。黑粉嘲讽：怕不是一个圈内朋友也没有！在节目组几番催促下，林烟然终于将号码拨出。黑粉竖起耳朵，坐等他出丑。然而十几秒后，电话接通。里面传来的却是顶流的声音。“老婆……”顶流的声音是从未有过的温柔缱绻，“我刚下飞机。”林烟然惊慌，连忙想挂断。黑粉：老婆？？直播间的黑粉全傻了！林烟然X顾司邺特别说明：本文不黑原主，也不存在受穿书捡了原主豪门真少爷身份这个便宜，对原主不公平之类的问题，他没有抢任何人的东西，也没有抢什么真少爷的任何身份和宠爱，他养父母对他很差，关于身份的事情后文会解释清楚。文案中“豪门在逃小少爷”，也只是玩梗，不要纠结“在逃”两个字的真实意思。排雷：　　1、受很强很强，什么都会，几乎全能。2、1v1，甜文，爽文，攻受都是彼此初恋3、娱乐圈文，粉丝弹幕评论什么的可能比较多4、无原型，无脑小白文，土狗文学，小白文学，不要太考据，不要去对比现实和真实娱乐圈，那么真实我不如直接去追星5、不喜欢吵架，评论请尽量和谐
我有霸总光环[穿书],在下霸总，有何贵干。,穿越时空 穿书 轻松,http://www.jjwxc.net/onebook.php?novelid=3173577,江月年年,原创-言情-近代现代-剧情-女主,522943,完结,3244462080,2018-12-25 23:13:14,【实体出版名《你头上有光环》，其他信息可关注微博@江月年年黏黏】楚楚突然穿成书中恶毒女总裁，原身不但痴缠男主，还对女主痛下杀手。最终获得BE结局，家族企业破产倒闭，破相毁容。她穿书第一天，打开装满奢侈品的衣柜，有种穷酸小市民一夜暴富的感觉。楚楚：开玩笑，有钱的总裁做什么不好，是米其林不好吃，还是香奈儿不好看。楚楚：天凉王破。她不过想感受一下女总裁的霸气生活，却意外混成广大女性的职业标杆。原女主：我的目标就是成为楚总那样的独立女性！恋爱耽误我致富！原男主：？？？【放飞自我沙雕文，休要跟作者谈逻辑】【因为作者肯定谈不过你】【非百合文，女主们是纯洁的革命友谊】作者的新坑《峨眉派偶像》【友情提示】如果阅读过程中评论区产生意见分歧，可以直接批评作者，不要批评其他读者。各位是花钱大佬，说话都硬气一点，跟作者持相同观点者绝不是无脑粉，跟作者持不同观点者也不是无脑黑。隔壁预收《鸩婚》女人昏头名为“婚”。分手后，楚弗唯回到海城，打算重归大小姐生活，却被韩致远找上门。韩致远：开价吧，合约婚姻，出多少钱，你愿意帮我控股集团？两人青梅竹马、门第相当，从小比拼到大，比学习、兴趣、人脉关系、经商才能……直到楚弗唯去外地读书。现在，毒舌淡漠的发小，为争家族产业低头，让她大跌眼镜。再加上触手可得的庞大财富，令人头脑发昏。她动摇了。楚弗唯：那我就不客气了哦，未婚夫^v^*时光荏苒，楚弗唯获得想要的一切，韩致远也成为最大股东。她提出解除联姻。韩致远：开价吧，出多少钱，你愿意续终身合约？*韩致远曾坚信，他和她的联盟，源于利益合作。但他没料到。这一场虚假婚姻，让自己赔上所有，不亚于饮鸩止渴。【文案2023.8.19】
维持女配的尊严,仅此一次的青春,时代奇缘 重生 女配 成长 正剧,http://www.jjwxc.net/onebook.php?novelid=4316200,淅和,原创-言情-近代现代-爱情-女主,581296,完结,4479358464,2021-12-15 09:00:00,温双沐重生后得知自己所在的世界是一本校园甜宠文，书中随便拉出的一个男性角色，都是当下最火晋江风，以至女主身边每天都在上演终极修罗场。譬如清冷校草学神男主苏起言，考前从不复习的他有天突然整理笔记，只为站到女主面前，将笔记递上。譬如骄恣嚣张男二周彧，做事我行我素，却在一日摘下黑色耳钉，换上规整白衬衫，向女主献上一束白色小雏菊。譬如温柔克制男三沈之庭。女主的中考状元成绩，他带的，女主的助学金和生活费，他偷偷帮忙申请的。譬如阳光朝气男四刘以恒……可狼可奶男五……他们把校园生活里最纯粹的喜欢都献给了女主。温双沐越听系统介绍，越觉得哪里不对劲，她抬手打断道：“等等，为什么你说的男二、男三我都不认识？而且我确定我没收到过小雏菊，家里也不穷，什么时候需要助学金了？”系统：「？」系统：「可能是因为……女主不是你？」温双沐：“……”阅读提示：本文女主温双沐x男主陆京两人都有系统，相互绑定陆京系统：感化那个女配温双沐系统：养成那个反派——————————预收文《暴君还小，赶跑趁早》求个收藏孔令嘉十二岁那年，父亲领了个八岁男童回家。家中穷不开锅，底下还有年幼的胞弟胞妹嗷嗷待哺。孔令嘉以为常宣于是父亲在外春风一度带回的私生子，她不许弟弟妹妹亲近常宣于，冬天让常宣于用冰冷的井水浣衣，夏天让常宣于在闷热无风的庖厨烧火做饭，抢走他做活赚来的银钱，撕碎他娘亲给他寄的信件……孔令嘉从未想过逆来顺受的常宣于有天会变成国人谈之色变的残戾暴君。新帝登基后，铲除异己，从前得罪过他的人全都下场凄凉，或挂城墙示众，或经十大酷刑，一时间朝野风声鹤唳，人人自危。孔令嘉带着弟弟妹妹连夜逃命，与常宣于玩了长达半年的猫鼠游戏，每天过着猪狗不如的生活，常宣于却是以此为乐，悠哉游哉地看他们一日日苟延残息。一朝重生，孔令嘉回到十二岁，距离常宣于被她父亲领进孔家大门已经过去一个月，而她对常宣于的下马威也立了一个月。一切好像还来得及，又好像来不及，孔令嘉躺床上浑浑噩噩过了一晚，等天亮打开屋门，才想起昨夜常宣于被她勒令不许睡觉，在院子里劈了一夜的柴。寒冷的冬日清晨，常宣于一身长衫被汗水浸湿，他听到门房的动静，转头看来，露出那双有些胆怯又有些讨好的眼睛，“姐，我活都干完了。”院里还站了一个人，那是隔壁员外家的小千金楚秋潆——楚秋潆人美心善，从小就爱接济常宣于，常宣于手上揣着的正是楚秋潆刚给他买的热乎包子。孔令嘉闻着肉包飘来的香气，恍然想起，自己饿死那天，正是常宣于十里红妆迎娶楚秋潆的日子。
第四视角,保持思考。,强强 科幻 爽文 升级流 轻松,http://www.jjwxc.net/onebook.php?novelid=4884292,莫晨欢,原创-纯爱-幻想未来-科幻-主受,993645,完结,6500717056,2021-11-10 10:04:34,【正文完结啦！按大纲接下来已经定了六个番外，是主视角下不好在正文展现的，上司谨的当年、A02、未来的世界等等。章数挺多，预计春节前全文完结～感谢一路支持的小天使！爱你们！！抽个奖，祝大家开开心心～】“我的妈妈好像变成了怪物。”拥挤难闻的早高峰地铁里，萧矜予的脑海里忽然冒出这句话。早起的上班族疲惫地打着瞌睡，拥挤的人流随着地铁颠簸左右摇晃。地铁还在行驶，谁也没注意，水泄不通的车厢不知何时只剩下两个人。“叮咚！白院子站到了。”世界骤然安静——“中都市地铁里……有一站叫白院子吗？”这一刻起，萧矜予的世界开始光艳刺目，斑驳陆离。***“我愿与这世界，从一场巨大荒唐的逻辑谬误中，拔地而起。”“在此之间，给予你的名字——”“第四视角。”宿九州×萧矜予《长点脑子人人有责APP新手必读指南》①逻辑不会凭空出现。②任何进入失控逻辑链的个体视为已被污染。③污染者必杀。……⑨每个新人都有一次改名机会。⑩第九条是骗你的。
上天安排的最大啦,当爱豆不香吗为什么要谈恋爱？,娱乐圈 甜文 爽文 轻松,http://www.jjwxc.net/onebook.php?novelid=4181959,春刀寒,原创-言情-近代现代-爱情-女主,359205,完结,4883195904,2020-07-10 00:00:00,赵虞暗恋一个小哥哥十年她打算等高中毕业，就去跟小哥哥告白没想到等她高考结束，她的小哥哥火了小哥哥趁着她闭关学习冲刺高考期间，以绝美舞台solo出道半年时间封神顶流，坐拥万千粉丝，璀璨星途赵虞：………我有句mmp不知当讲不当讲*急！求助！怎么才能跟顶流谈恋爱？*谢邀，那就让自己也成为顶流咯，祝你成功~于是赵虞开始朝着顶流之路奋斗然后她混成了最红女团C位，混成了人气最旺女爱豆混成了国内三大顶流之一，跟她的小哥哥齐名一无所知沈隽意：听说有人暗恋我？毫无波澜赵虞：对不起，你听说的太迟了是当爱豆不香吗？为什么要谈恋爱？cp嘛，上天安排的最大啦神谕cp：舞台王者沈隽意X人间妖精赵虞【两大顶流的明骚暗恋，算半个追妻火葬场吧】【男主前期好感过其他女生，洁党勿入！！！】【老婆粉衍生文，没有原型，禁止代入】【前期主女主事业，感情戏靠后】------------------新文《鬼怪游乐场[无限]》已经开始连载啦~【纯中式/民俗恐怖本】一个寻常的午后，名为[鬼怪]的高维灵异系统入侵了人类社会那天之后，各地见鬼事件频发，意外死亡率急速增加正当人类束手无策之际，[鬼怪]上线了全球直播：——叮！恭喜你被选中参加《恐怖综艺》~——因为你是备受观众喜爱的明星，拥有足够的关注度，所以才会被选中哦。请利用人气值在副本里活下去吧~你就是最闪亮的明星！——通关副本后人气值垫底的明星将会被淘汰，成为鬼怪的晚餐，要加油哦——要么红，要么死，嘻~常年在各大电视剧中跑龙套，毫无知名度的小演员黎知看了看左边的顶流爱豆，又看了看右边的国民初恋露出了坚强的微笑——从默默无闻的小演员到副本人气断层第一的明星玩家——从无到有——从有到毁灭【当这个世界沦为鬼怪的游乐场，我仍没有忘记我是一个人类】
半吟（改编剧：他在逆光中告白）,只为他盛放。,励志 甜文 轻松,http://www.jjwxc.net/onebook.php?novelid=3332669,弱水千流,原创-言情-近代现代-爱情-女主,314056,完结,4577724416,2018-01-02 08:08:08,系列文《轻喃》已经开始连载，野糙痞国安警大佬X小可爱导演——微博@晋江弱水千流SS——————————————————————厉腾在“猎鹰”服役十几年，人狠话少，桀骜不驯，整个空降旅无人不知。兄弟们都很好奇，自家老大以后要找个什么样的巾帼女英雄。直到后来出现一个小可爱，娇媚温婉傻里傻气，她一笑，厉腾连命都是她的。*特种空降兵冷狠痞X文工团歌唱演员小甜心甜文。*《半吟》同类型军旅言情《寒鸦》、《亲昵》，均已完结，戳专栏可看。————————————下本《厮磨》言氏是跨国财团，百年望族，圈子里公认的第一豪门。现任CEO手腕铁血，杀伐果决，如此铁石心肠的狠角色，偏又生了张倾国倾城貌，千秋绝色颜。韩锦书回想起自己第一次见言渡，对方身着一袭笔挺冷硬的黑西装，一丝不苟，冷漠的双眸如覆寒霜。拒人千里，不近人情。确认过眼神，是她惹不起的人。婚后第一天，韩锦书和言渡约定：无爱婚姻，坚守底线，除此之外，互不干涉。婚后第七天，言渡新增条款：每天固定早安吻。婚后第十天，言渡新增条款：每天固定晚安吻。……婚后第三个月，韩锦书腰膝酸软不堪重负，顶着熊猫眼去寺庙烧香，双手合十虔诚祈祷：“信女愿吃素一周，换言渡早日肾亏。”①骄纵明艳尤物大小姐VS宠妻狂魔美强惨偏执霸总。②先婚后爱③可能会甜死，自备救心丸。*下本《炙吻》：今年18岁的许芳菲，父亲早逝，家中只一个母亲一个外公，一家三口住喜旺街9号。喜旺街徒有其名，是凌城出了名的贫民窟。许母开了个纸钱铺养活一家，许芳菲白天上学，晚上回家帮母亲的忙。日子清贫安稳，无波无澜。后来，楼下搬来了一个年轻人，高大英俊，眉目间有一种凌厉的冷漠不羁和刺骨荒寒。男人经常早出晚归，一身伤，屋里时时带回些个性/感妖娆女。故事就是在这天开始的。①扛把子大佬X乖巧少女。②暗恋多年，得偿所愿。③1V1，SC，甜掉你的小脑袋瓜。*推荐基友陆路鹿预收文《慕已成舟》赵慕予最近参加了一档素人和明星假想恋爱的综艺。接受背采时，谈及理想型类型，她只提了三点：“不是演员，不需要很红，零绯闻。”后来，第一次拍摄。刚到现场，赵慕予就被跟拍PD兴奋交代：“赵老师，救护车已经备好了，待会儿你激动得晕过去也是可以的！”赵慕予：“？”她一头雾水，走进咖啡厅，看见了不远处的假想恋爱对象——刚成为史上最年轻大满贯影帝，红遍全球，绯闻满天飞的江舟池。赵慕予转身就逃。身后响起一道嗓音，在一片喧嚷嘈杂中突围而出。声线清冽冷淡，漫不经心地提醒：“赵小姐，出口在我这边。”字里行间的分寸感拿捏得恰到好处。和昨晚埋在她颈窝，哑着嗓子叫她“慕慕”的江舟池，仿佛两个人。
余生为期,温柔女主编和她的年下小奶狗。,年下 都市 花季雨季 情有独钟 正剧,http://www.jjwxc.net/onebook.php?novelid=2504000,闵然,原创-百合-近代现代-爱情-互攻,776847,完结,3095031808,2018-01-15 20:05:00,接档文:余情可待[重生]，欢迎小可爱点进专栏收藏。已完结旧文:孤掷温柔如果你说年少的爱恋像风一样捉摸不定，那我愿——余生以为期，长逝入君怀。食用指南：1.年龄差（年下已成年）2.HE温馨提示：同名广播剧已上线，可在 饭角app 与小程序 饭角 上收听。本文独家发表于晋江文学城，严禁任何转载与改文。微博:是你的闵然酱喜欢的话，欢迎小可爱收藏作者专栏，关注更新动态
反派肆意妄为[快穿],他危险迷人,情有独钟 天作之合 系统 快穿 轻松,http://www.jjwxc.net/onebook.php?novelid=4372917,小吾君,原创-纯爱-近代现代-爱情-主受,1324336,完结,5002161152,2021-06-29 11:15:00,【免费番外集见专栏，封面是蔺绥。】蔺绥穿成了一本修真文里的炮灰，炮灰炉鼎体质，注定人下人。蔺绥怎么会甘心，于是他引诱了天命之子，在剖了他的道骨转移到自己身上的时候，他被天道劈炸了。那副在他身上的道骨成了掣肘他的系统，发布了命令：你必须找回他的所有魂魄，在每个世界奉他为主，为他鞠躬尽瘁，死而后已！蔺绥笑眯眯地应了，但他平生最讨厌别人教他做事。于是……第一个世界他是骄纵跋扈的豪门少爷，对方是可怜低微的私生子。他羞辱他只配给他提鞋，又在人声鼎沸时在他耳边诉说爱语。系统：你妈xxxxx【哔——】蔺绥无辜：我不是奉他为主了嘛。第二个世界他是娱乐圈新晋顶流，对方是事故之后沉寂的影帝。他一边嘲笑打压着他说过气也配复出，又在晚上亲吻着他身上伤疤，事后留下资源翩然而去。系统：【哔-——】蔺绥摊手：我这还不够鞠躬尽瘁？第三个世界他是S级Alpha，对方是精神受损的前SSS级Alpha。他一边鄙夷说废物也配上战场，又在无人时说既然你闻不到信息素那我做你的omega，为对方献身差点丧命。系统：……蔺绥微笑：够死而后已吗？虽然他最后被豪门新贵金屋藏娇，被三金影帝据为己有，被帝国元帅完全抱拥，但他依旧快乐。系统痛哭流涕：大哥求求你了，再也不教你做事了！【插播：上述的第三个世界其实是第四个世界，因为燕四被燕三插足了。】【攻视角涉嫌剧透所以不放出，每个小世界关联攻受感情线，风格随主角状态产生变动。】*不是善茬黑心诱受x狗勾深情攻*章标属性一律对应受x攻*世界七的废土设定来源于《这游戏也太真实了》，作者晨星LL【加粗排雷】1.另类酸爽甜文，女王x忠犬，文案表达有限，非斯德哥尔摩与pua，双向奔赴，不要只看文案不看正文就激情开麦下定义。2.受不是纯良人设，利己主义，阵营反派，请不要忽略人物经历站在道德制高点进行莫名其妙的指导和批判，剖道骨属于强行夺宝逆天改命，还没成功就被劈了。3.不喜欢这种类型请速度退出，爱情千百种，因人而异，本文人设类型清晰分明。4.不要较真一些小细节，细节为剧情让步，我流架空。5.取道骨修为跌落需要重新修炼，没有身魂损伤，请不要举例女人流产为纸片人担忧。6.要说的都在上面了，请仔细看清楚，请不要主观臆测。----------------预收《绝对主演[快穿]》【想要被看见，只要能被看见，我愿意做任何事。】雪青是一只游灵，和同族不同，他渴望被注视，渴望万众瞩目。在被炮灰扮演片约找上后，他决定加戏。剧本一：【鬼上身】助演系统：你是罪恶的校园霸凌者，伙同他人逼死了同学，还肆无忌惮地和他们在行凶地玩招魂游戏。助演系统：扮演这个很轻松，你只要被鬼上身，亲眼见证其他人被折磨死，然后跳楼就可以杀青了。雪青点头，但在看见镜子里的鬼影时，他没有精神衰弱地逃离，而是用刀划开了手，强忍恐惧说：“不要杀我，我会是最好的容器。”他的加戏卓有成效，主角虽然喜欢掐着他的脖子，却从没把他掐死。剧本二：【妖祸】助演系统：你是志怪世界里差点被狐妖剖心挖肝的‘王生’，胆小好色，被一只巨蟒救下后反倒要道士去收妖。助演系统：扮演这个很简单，你不知道道士真身就是那只蛇妖，犯蠢作死后还不知悔改，又色迷心窍被画皮杀死后就可以下线了。雪青点头，但在看见眼前中了狐毒不断翻滚的巨蟒，他没有咒骂着屁滚尿流，反而忍着恶心靠近了些。“恩人如果需要我的心，也可来取，”他的加戏效果显著，主角虽然喜欢用原型缠着他，但从没把他绞死。…………电影的镜头会聚集在主角身上，雪青想和他们产生关联，以此获得更多的关注，但他发现，当主角爱上他时，他会成为另一个主角。到后来，他成了可以挑选剧本的那个主角。你是所有目光的焦点，你是绝对主演。——万界影迷致雪青*在意戏份的游灵受x无处不在的高维攻*怕也忍着做的轻微疯批美人x被宝贝辣到的人外*攻受只有彼此，受只对攻加亲密戏
